PN,SN,Equipment,Material Description,ATA,Contract,Order/PO,Supplier,D8 Removal Notification,D8 Removal Date,D8 Code,U/S TER,Mn.wk.ctr,Profit Ctr,A/C,Fleet,Operator,Orig Order,Orig Order Type,Orig Desc,Notif Orig,Notif Orig Type,Desc.,Doc Type,Document,DPt,Vr,Document Description,"TSN
(FH)","TSI
(FH)","SHRTRNR
TSI","CSN
(Cyc)","CSI
(Cyc)","SHRTRNR
CSI",TSC (FH),"SHRTRNR
TSC","CSC
(Cyc)",Order2,Order Type,Description,Po No,Batch Out,PO in After Out,Vendor in after out,W4 in After Out,Notif Shop,Notif Shop Type,Repair Station,PO Cost,Remark,Exclude,Vendor,PN,SN,Reason of Removal,Category Finding,Shop Finding,User Status,Total Cost Actual
1152682-3,1152682-06859,12212574,EMERGENCY LOCATOR TRANSMTR,25,,566811,WSAV,13791723,42972,WR,S,CGK1T1ZZ,GMFTF,PK-GQI,A320-200,Citilink,801806879,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12685330,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),7098.99,2574.41,,5444,1968,,,,,512002077,GA05,23-24-02 TEST OF EMERGENCY LOCATOR TRANS,512002077,,,,,13791935,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06859,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,101.99
1152682-3,1152682-07942,12294787,EMERGENCY LOCATOR TRANSMTR,25,,512002203,WSAV,13791892,42973,WR,S,CGK1T1ZZ,GMFTF,PK-GQR,A320-200,Citilink,801806894,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13080567,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),1826.55,0,Y,1422,0,Y,,,,512002203,GA05,23-24-02 TEST OF EMERGENCY LOCATOR TRANS,512002203,,,,,13791970,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07942,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,101.99
1152682-3,1152682-06735,12181225,EMERGENCY LOCATOR TRANSMTR,25,,568506,WSAV,13801852,42976,WR,S,CGK1T1ZZ,GMFTF,PK-GQG,A320-200,Citilink,801823735,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12742716,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),6964.13,2535.85,,5184,1972,,,,,512002497,GA05,23-24-02 TEST OF EMERGENCY LOCATOR TRANS,512002497,,,,,13802003,W1,,,25  ,,WSAV,1152682-3,1152682-06735,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,82.05
1152682-3,1152682-06122,12010799,EMERGENCY LOCATOR TRANSMTR,25,,512004655,WSAV,13874319,43000,FO,S,GAH415ZZ,GMFTBU,PK-GLY,A320-200,Citilink,801852215,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12790237,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10683.9,2599.75,,6949,1814,,,,,512004655,GA05,TEST OF 23-24-02 406AFN ELT,512004655,,,,,13875277,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06122,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,24.95
1152682-3,1152682-07954,12303204,EMERGENCY LOCATOR TRANSMTR,25,,512005008,WSAV,13884271,43005,TX,S,CGK1T1ZZ,GMFTF,PK-GTC,A320-200,Citilink,801870048,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13315106,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),1586.63,0,Y,854,0,Y,,,,512005008,GA05,TEST OF 23-24-02 406AFN ELT,512005008,,,,,13884308,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07954,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,96.3
1152682-3,1152682-07946,12300562,EMERGENCY LOCATOR TRANSMTR,25,,512005007,WSAV,13884272,43005,TX,S,CGK1T1ZZ,GMFTF,PK-GTA,A320-200,Citilink,801871971,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13259563,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),1518.52,0,Y,873,0,Y,,,,512005007,GA05,TEST OF 23-24-02 406AFN ELT,512005007,,,,,13884302,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07946,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,96.3
1152682-3,1152682-08006,12309493,EMERGENCY LOCATOR TRANSMTR,25,,512005343,WSAV,13891253,43007,WR,S,GAH210ZZ,GMFTL,PK-GTE,A320-200,Citilink,801872768,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13539637,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),971.5,971.5,,428,428,,,,,512005343,GA05,TEST OF 23-24-02 406AFN ELT,512005343,,,,,13891858,W1,,,"25  ,50",,WSAV,1152682-3,1152682-08006,SHOP CHECK,NO FAULT FOUND,NO FAULT FOUND,RRC,14.25
1152682-3,1152682-05959,12025167,EMERGENCY LOCATOR TRANSMTR,25,,512005252,WSAV,13893478,43008,TX,S,CGK1T1ZZ,GMFTF,PK-GLR,A320-200,Citilink,801866366,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12787612,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11274.79,0,Y,9327,0,Y,,,,512005252,GA05,TEST OF 23-24-02 406AFN ELT,512005252,,,,,13893594,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05959,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,110.55
1152682-3,1152682-06741,12180447,EMERGENCY LOCATOR TRANSMTR,25,,571628,WSAV,13923966,43017,WR,S,CGK1T1ZZ,GMFTF,PK-GQF,A320-200,Citilink,801892930,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12840777,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),7939.74,2489.38,,5893,1844,,,,,512006153,GA05,TEST OF 23-24-02 406AFN ELT,512006153,,,,,13923989,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06741,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,96.3
1152682-3,1152682-07963,12310672,EMERGENCY LOCATOR TRANSMTR,25,,,,13967404,43028,WR,S,CGK1T1ZZ,GMFTF,PK-GTD,A320-200,Citilink,801900364,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13544482,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),1087.46,1087.46,,438,438,,,,,512007605,GA05,TEST AND REPAIR EMERGENCY LOCATOR TRANSM,512007605,,,,,13967593,W1,,,",50",,WSAV,1152682-3,1152682-07963,REFF J/C ORDER 801900364,NO FAULT FOUND,NO FAULT FOUND,RRC,110.55
1152682-3,1152682-05347,12035387,EMERGENCY LOCATOR TRANSMTR,25,,512007959,WSAV,13979230,43033,WR,S,CGK1T1ZZ,GMFTF,PK-GLM,A320-200,Citilink,801914867,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13227425,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),12610.35,0,Y,9844,0,Y,,,,512007959,GA05,TEST 23-24-02 406AFN ELT (PI),512007959,,,,,13979304,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05347,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,121.25
1152682-3,1152682-05973,12014968,EMERGENCY LOCATOR TRANSMTR,25,,573440,WSAV,13990647,43035,WR,S,W701,GMFTCA,PK-GLW,A320-200,Citilink,512008382,GA05,23-24-02 406AFN ELT,12899693,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11064.1,2314.08,,9298,1945,,,,,512008382,GA05,23-24-02 406AFN ELT,512008382,,,,,13990783,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05973,SHOP CHECK,NO FAULT FOUND,NO FAULT FOUND,RRC,110.55
1152682-3,1152682-05428,12123731,EMERGENCY LOCATOR TRANSMTR,25,,572682,WSAV,14003427,43039,WR,S,CGK1T1ZZ,GMFTF,PK-GLO,A320-200,Citilink,801936973,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12874304,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),8568.94,2329.61,,7067,1896,,,,,512008741,GA05,TEST 23-24-02 406AFN ELT (PI),512008741,,,,,14003544,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05428,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,110.55
1152682-3,1152682-05960,12017005,EMERGENCY LOCATOR TRANSMTR,25,,512008536,WSAV,14003599,43040,WR,S,GAH240ZZ,GMFTL,PK-GLV,A320-200,Citilink,801929378,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12887366,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11250.69,0,Y,9237,0,Y,,,,512008536,GA05,TEST 23-24-02 406AFN ELT (PI),512008536,,,,,14003627,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05960,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,119.84
1152682-3,1152682-07532,12274392,EMERGENCY LOCATOR TRANSMTR,25,,512009836,WSAV,14037366,43050,WR,S,CGK1T1ZZ,GMFTF,PK-GQN,A320-200,Citilink,801941464,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12899697,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4051.62,0,Y,2903,0,Y,,,,512009836,GA05,TEST 23-24-02 406AFN ELT (PI),512009836,,,,,14037561,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07532,CRIMI,,AFI-Jan & Feb-VSB GLU-925-34-15 REV02 DATED 23 MAR 2015 APPLIED.RECERTIFICATION TESTS DONE ON BENCH WITHOUT FAILURE.. NO FAULT RECORDED IN LRU MEMORY.INCOMING TEST DONE WITHOUT FAULT.MODIFICATION 15 MUST BE APPLIED.,RRC,89.15
1152682-3,1152682-05969,12027211,EMERGENCY LOCATOR TRANSMTR,25,,512009835,WSAV,14037367,43050,WR,S,CGK1T1ZZ,GMFTF,PK-GLQ,A320-200,Citilink,801949753,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13352426,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),9715.17,0,Y,8013,0,Y,,,,512009835,GA05,TEST 23-24-02 406AFN ELT (PI),512009835,,,,,14037569,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05969,CRIMI,,AFI-Mar-7/03/18.7L115678I1R.E/S 2222254-949_/ 2222254-662. WSR NOT YET AVAILABLE,RRC,89.15
1152682-3,1152682-07129,12239016,EMERGENCY LOCATOR TRANSMTR,25,,512009758,WSAV,14037449,43050,FO,S,GAH210ZZ,GMFTF,PK-GQL,A320-200,Citilink,801941452,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12915378,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),5781.31,0,Y,4204,0,Y,,,,512009758,GA05,TEST 23-24-02 406AFN ELT (PI),512009758,,,,,14037574,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07129,CRIMI,,"AFI-Jan & Feb-REPLACED: A2A12 (PN:26012412-303 NEW SN:1750635998), A14 (PN:26019650-103 NEW SN:73505305), A10 (PN:26012412-303 NEW SN:1750635853) AND A3 (PN:26014376-106 NEW SN:60445). CTL-ZT 30JAN2018. SEE ATTACHED FILE",RRC,89.15
1152682-3,1152682-05967,12023124,EMERGENCY LOCATOR TRANSMTR,25,,574184,WSAV,14062036,43056,WR,S,CGK1T1ZZ,GMFTF,PK-GLS,A320-200,Citilink,801953225,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12927583,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11969.43,2491.54,,9879,2055,,,,,512010449,GA05,TEST 23-24-02 406AFN ELT (PI),512010449,,,,,14062304,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05967,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,106.27
1152682-3,1152682-05961,12021074,EMERGENCY LOCATOR TRANSMTR,25,,512010451,WSAV,14062289,43057,WR,S,GAH240ZZ,GMFTL,PK-GLT,A320-200,Citilink,801971996,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12927589,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11606.71,2516.61,,9612,2060,,,,,512010451,GA05,TEST 23-24-02 406AFN ELT (PI),512010451,,,,,14062334,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05961,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,110.55
1152682-3,1152682-07258,12262002,EMERGENCY LOCATOR TRANSMTR,25,,512011236,WSAV,14086238,43064,WR,S,CGK1T1ZZ,GMFTF,PK-GQM,A320-200,Citilink,801982529,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12946789,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4976.29,0,Y,3602,0,Y,,,,512011236,GA05,TEST 23-24-02 406AFN ELT (PI),512011236,,,,,14086351,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07258,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,96.3
1152682-3,1152682-05954,12019041,EMERGENCY LOCATOR TRANSMTR,25,,575559,WSAV,14103361,43070,WR,S,CGK1T1ZZ,GMFTN,PK-GLU,A320-200,Citilink,801993575,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12969667,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11516.73,2262.82,,9452,1786,,,,,512011878,GA05,TEST 23-24-02 406AFN ELT (PI),512011878,,,,,14103576,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05954,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,110.55
1152682-3,1152682-05424,12029247,EMERGENCY LOCATOR TRANSMTR,25,,575152,WSAV,14103432,43070,WR,S,CGK1T1ZZ,GMFTN,PK-GLP,A320-200,Citilink,801987941,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12956417,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),12109.08,2384.6,,9342,1881,,,,,512011876,GA05,TEST 23-24-02 406AFN ELT (PI),512011876,,,,,14103591,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05424,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,110.55
1152682-3,1152682-06731,12195968,EMERGENCY LOCATOR TRANSMTR,25,,575391,WSAV,14104947,43071,WR,S,CGK1T1ZZ,GMFTN,PK-GQH,A320-200,Citilink,801993576,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,12966566,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),8301.93,2697.38,,6345,2090,,,,,512011831,GA05,TEST 23-24-02 406AFN ELT (PI),512011831,,,,,14105472,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06731,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,110.55
1152682-3,1152682-06864,12218086,EMERGENCY LOCATOR TRANSMTR,25,,512015928,WSAV,14241841,43116,TX,S,GAH230ZZ,GMFTF,PK-GQJ,A320-200,Citilink,802085463,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13194487,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),7817,2305.55,,5573,1520,,,,,512015928,GA05,TEST OF 23-24-02 406AFN ELT,512015928,,,,,14243612,W1,,,25  ,,WSAV,1152682-3,1152682-06864,CRIMI REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR REF JOBCARD : 802085463,NO FAULT FOUND,NO FAULT FOUND.,RRC,96.53
1152682-3,1152682-05545,12012895,EMERGENCY LOCATOR TRANSMTR,25,,583479,WSAV,14682239,43151,WR,S,CGK1T1ZZ,GMFTF,PK-GLX,A320-200,Citilink,802155086,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13250150,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10989.93,2593.32,,7832,1914,,,,,512019860,GA05,TEST 23-24-02 406AFN ELT (PI),512019860,,,,,14682338,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05545,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-07967,12304641,EMERGENCY LOCATOR TRANSMTR,25,,586731,WSAV,14731379,43165,FO,S,CGK1T1ZZ,GMFTN,PK-GQU,A320-200,Citilink,802184046,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13405061,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),2635.44,2618.19,,2001,1996,,,,,512021337,GA05,TEST 23-24-02 406AFN ELT (PI),512021337,,,,,14731895,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07967,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,26.41
1152682-3,1152682-08114,12324348,EMERGENCY LOCATOR TRANSMTR,25,,512021926,WSAV,14757028,43171,TX,S,GAH210ZZ,GMFTL,PK-GTF,A320-200,Citilink,802132765,GA01,INV CHECK ELT FIX,14630876,D7,INV CHECK ELT FIX,,,,,,1105.67,1105.67,,534,534,,,,,512021926,GA05,TEST OF 23-24-02 406AFN ELT,512021926,,,,,14757473,W1,,,25  ,,WSAV,1152682-3,1152682-08114,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,113.26
1152682-3,1152682-06566,12159079,EMERGENCY LOCATOR TRANSMTR,25,,590227,WSAV,14811370,43179,WR,S,CGK1T1ZZ,GMFTF,PK-GQA,A320-200,Citilink,802209832,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13467240,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10107.84,2350.81,,7083,1837,,,,,512022923,GA05,TEST 23-24-02 406AFN ELT (PI),512022923,,,,,14811509,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06566,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,26.41
1152682-3,1152682-06916,12224732,EMERGENCY LOCATOR TRANSMTR,25,,512023312,WSAV,14823865,43183,WR,S,CGK1T1ZZ,GMFTF,PK-GQK,A320-200,Citilink,802209927,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13419997,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),8117.35,0,Y,5923,0,Y,,,,512023312,GA05,TEST 23-24-02 406AFN ELT (PI),512023312,,,,,14823922,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06916,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-05345,12039768,EMERGENCY LOCATOR TRANSMTR,25,,590228,WSAV,14901380,43207,WR,S,CGK1T1ZZ,GMFTF,PK-GLK,A320-200,Citilink,802260305,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13467235,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),13759.59,2530.16,,11054,1937,,,,,512025705,GA05,TEST 23-24-02 406AFN ELT (PI),512025705,,,,,14901530,W1,,,25  ,,WSAV,1152682-3,1152682-05345,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-07860,12286014,EMERGENCY LOCATOR TRANSMTR,25,,592099,WSAV,14922607,43214,WR,S,CGK1T1ZZ,GMFTF,PK-GQP,A320-200,Citilink,TQP240415E2,GATL,"RST, REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR",,,,,,,,,4520.5,2599.29,,3457,1993,,,,,512026557,GA05,TEST 23-24-02 406AFN ELT (PI),512026557,,,,,14922741,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07860,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-06316,12157212,EMERGENCY LOCATOR TRANSMTR,25,,591470,WSAV,14980858,43235,TX,S,GAH415ZZ,GMFTBU,PK-GLZ,A320-200,Citilink,802216179,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13500974,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10856.08,2710.16,,8149,2032,,,,,512028637,GA05,TEST OF 23-24-02 406AFN ELT,512028637,,,,,14983686,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06316,SHOP CHECK,NO FAULT FOUND,NO FAULT FOUND,RRC,15.08
1152682-3,1152682-07917,12286972,EMERGENCY LOCATOR TRANSMTR,25,,512029966,WSAV,15014104,43246,FO,S,GAH210ZZ,GMFTF,PK-GQQ,A320-200,Citilink,802318090,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13538996,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),4661.39,0,Y,3635,0,Y,,,,512029966,GA05,TEST 23-24-02 406AFN ELT (PI),512029966,,,,,15014244,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07917,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-07742,12278555,EMERGENCY LOCATOR TRANSMTR,25,,593321,WSAV,15045420,43256,WR,S,CGK1T1ZZ,GMFTF,PK-GQO,A320-200,Citilink,802340069,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13550217,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),5393.07,2688.36,,3971,1930,,,,,512030911,GA05,TEST 23-24-02 406AFN ELT (PI),512030911,,,,,15045613,W1,,,"25  ,50",,WSAV,1152682-3,1152682-07742,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,117.01
1152682-3,1152682-06567,12159586,EMERGENCY LOCATOR TRANSMTR,25,,597117,WSAV,15132335,43287,TX,S,GAH414ZZ,GMFTBO,PK-GQC,A320-200,Citilink,802333567,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13678084,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),11170.94,2703.09,,7523,2029,,,,,512034120,GA05,TEST OF 23-24-02 406AFN ELT,512034120,,,,,15140122,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06567,CRIMI PK-GQC REFF: 802333567,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05346,12033343,EMERGENCY LOCATOR TRANSMTR,25,,597832,WSAV,15164848,43298,WR,S,CGK1T1ZZ,GMFTN,PK-GLN,A320-200,Citilink,802407429,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13703586,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),14681.98,2626.88,,11810,2062,,,,,512034915,GA05,TEST 23-24-02 406AFN ELT (PI),512034915,,,,,15164979,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05346,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,119.27
1152682-3,1152682-06597,12163420,EMERGENCY LOCATOR TRANSMTR,25,,512000414,WSAV,15172258,43300,TX,S,GAH414ZZ,GMFTBO,PK-GQD,A320-200,Citilink,802317349,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13749857,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10931.02,2654.79,,7515,2028,,,,,512035304,GA05,TEST OF 23-24-02 406AFN ELT,512035304,,,,,15176191,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06597,CRIMI REFF. 802317349,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-06604,12174587,EMERGENCY LOCATOR TRANSMTR,25,,512035649,WSAV,15187353,43306,FO,S,GAH240ZZ,GMFTL,PK-GQE,A320-200,Citilink,802422895,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13734468,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),10503.33,0,Y,7159,0,Y,,,,512035649,GA05,TEST 23-24-02 406AFN ELT (PI),512035649,,,,,15187411,W1,,,"25  ,50",,WSAV,1152682-3,1152682-06604,CRIMI,NO FAULT FOUND,NO FAULT FOUND.,RRC,117.01
1152682-3,1152682-05429,12037563,EMERGENCY LOCATOR TRANSMTR,25,,512001537,WSAV,15209118,43312,WR,S,CGK1T1ZZ,GMFTN,PK-GLL,A320-200,Citilink,802429644,GA01,REMOVE ELT FOR IN SHOP BATTERY REPLACEMENT AND OPERATIONAL CHECK OF ACCELERATION SENSOR,13774818,E8,REMOVE FROM AIRCRAFT,AMI,10000066588,000,04,ELT (REAR FUSELAGE),14427.74,2622.82,,11566,2013,,,,,512036338,GA05,TEST 23-24-02 406AFN ELT (PI),512036338,,,,,15209256,W1,,,"25  ,50",,WSAV,1152682-3,1152682-05429,CRIMI,NO FAULT FOUND,NO FAULT FOUND,RRC,187.22
